0.000000	6.163766
1.000000	5.386429
2.000000	5.157971
3.000000	4.812238
4.000000	4.258634
5.000000	3.922418
6.000000	3.708178
7.000000	3.541347
8.000000	3.150664
9.000000	3.144066
10.000000	2.892746
11.000000	2.629568
12.000000	2.503279
13.000000	2.399158
14.000000	2.111680
15.000000	2.298251
16.000000	1.933421
17.000000	1.888846
18.000000	1.997999
19.000000	1.845496
20.000000	1.794077
21.000000	1.584800
22.000000	1.373093
23.000000	1.615164
24.000000	1.559750
25.000000	1.276259
26.000000	1.215636
27.000000	1.267079
28.000000	1.340752
29.000000	1.384370
30.000000	1.408147
31.000000	1.169655
32.000000	1.283672
33.000000	1.130385
34.000000	1.304735
35.000000	1.076654
36.000000	0.938970
37.000000	1.184237
38.000000	1.112352
39.000000	1.137254
