0.000000	-0.798218
0.100000	-0.443472
0.200000	-0.019202
0.300000	0.254743
0.400000	0.767822
0.500000	0.875048
0.600000	1.485235
0.700000	1.523406
0.800000	1.570180
0.900000	2.273918
1.000000	1.992333
1.100000	1.863330
1.200000	2.447713
1.300000	2.244094
1.400000	1.871937
1.500000	2.148210
1.600000	1.534101
1.700000	1.761722
1.800000	1.024220
1.900000	1.007930
2.000000	0.727378
2.100000	-0.237524
2.200000	-0.419916
2.300000	-0.905878
2.400000	-0.710589
2.500000	-1.214607
2.600000	-1.402967
2.700000	-1.708165
2.800000	-2.512317
2.900000	-2.608141
3.000000	-2.205710
3.100000	-2.611513
3.200000	-2.435456
3.300000	-2.150446
3.400000	-2.077504
3.500000	-2.263506
3.600000	-2.088775
3.700000	-1.612211
3.800000	-1.054121
3.900000	-0.501617
4.000000	-0.167934
4.100000	0.201500
4.200000	0.123506
4.300000	0.559209
4.400000	0.745352
4.500000	1.494657
4.600000	1.691234
4.700000	2.096823
4.800000	1.871278
4.900000	2.008601
5.000000	2.117663
5.100000	2.394157
5.200000	2.387280
5.300000	1.912630
5.400000	2.151573
5.500000	1.660237
5.600000	1.419089
5.700000	0.922441
5.800000	0.734538
5.900000	0.399308
6.000000	-0.126292
6.100000	-0.491543
6.200000	-0.642493
6.300000	-0.939518
6.400000	-1.637328
6.500000	-1.882129
6.600000	-2.074112
6.700000	-2.054045
6.800000	-2.173550
6.900000	-2.627191
7.000000	-2.702064
7.100000	-2.334687
7.200000	-2.492544
7.300000	-2.439403
7.400000	-1.764625
7.500000	-1.441204
7.600000	-1.029323
7.700000	-0.774183
7.800000	-0.420313
7.900000	-0.087175
8.000000	0.239654
8.100000	0.528116
8.200000	1.178520
8.300000	1.248172
8.400000	1.747123
8.500000	1.779116
8.600000	2.245868
8.700000	1.753199
8.800000	1.838204
8.900000	2.426953
9.000000	2.498869
9.100000	2.129262
9.200000	1.932561
9.300000	1.448387
9.400000	1.695741
9.500000	1.276332
9.600000	1.104481
9.700000	0.347966
9.800000	0.287731
9.900000	-0.475105
10.000000	-0.813506
10.100000	-1.264896
10.200000	-1.266130
10.300000	-1.435740
10.400000	-1.965980
10.500000	-2.501143
10.600000	-2.029132
10.700000	-2.205768
10.800000	-2.280855
10.900000	-2.123598
11.000000	-2.432393
11.100000	-2.049775
11.200000	-2.134764
11.300000	-1.483328
11.400000	-1.182393
11.500000	-0.989171
11.600000	-1.078824
11.700000	-0.668915
11.800000	0.139656
11.900000	0.137152
12.000000	0.360043
12.100000	1.252159
12.200000	1.650004
12.300000	1.909703
12.400000	1.929833
12.500000	2.203304
12.600000	2.396248
12.700000	2.209900
12.800000	2.366724
12.900000	2.443478
13.000000	1.737630
13.100000	1.771668
13.200000	1.883489
13.300000	1.590534
13.400000	1.047023
13.500000	0.838799
13.600000	-0.078382
13.700000	0.129839
13.800000	-0.333297
13.900000	-0.714219
14.000000	-0.997199
14.100000	-1.464780
14.200000	-1.568584
14.300000	-1.761392
14.400000	-2.488991
14.500000	-2.256141
14.600000	-2.770755
14.700000	-2.790139
14.800000	-2.490153
14.900000	-2.034210
15.000000	-1.787852
15.100000	-1.565542
15.200000	-1.433572
15.300000	-1.000804
15.400000	-0.628379
15.500000	-0.635997
15.600000	-0.411725
15.700000	0.125211
15.800000	0.418138
15.900000	1.233472
16.000000	1.236515
16.100000	1.283215
16.200000	1.975571
16.300000	2.215850
16.400000	2.310178
16.500000	2.262027
16.600000	2.071759
16.700000	2.164793
16.800000	2.138677
16.900000	2.226461
17.000000	1.540238
17.100000	1.591987
17.200000	1.419919
17.300000	0.972513
17.400000	0.587333
17.500000	0.206389
17.600000	-0.113392
17.700000	-0.575941
17.800000	-1.298942
17.900000	-1.148437
18.000000	-1.515020
18.100000	-1.854710
18.200000	-2.429534
18.300000	-2.160907
18.400000	-2.548453
18.500000	-2.190247
18.600000	-2.521409
18.700000	-2.415647
18.800000	-1.903995
18.900000	-1.768384
19.000000	-1.648462
19.100000	-1.268227
19.200000	-1.465449
19.300000	-0.538125
19.400000	-0.691520
19.500000	-0.013372
19.600000	0.228177
19.700000	0.620035
19.800000	0.786449
19.900000	1.586184
