100.000000	0.970278
83.333333	0.976452
69.444444	0.984312
57.870370	0.984219
48.225309	0.982264
40.187757	0.978531
33.489798	0.983730
27.908165	0.978258
23.256804	0.979862
19.380670	0.974845
16.150558	0.976551
13.458799	0.968065
11.215665	0.980938
9.346388	0.972197
7.788657	0.963061
6.490547	0.940047
5.408789	0.931533
4.507324	0.901896
3.756104	0.860153
3.130086	0.815086
2.608405	0.773234
2.173671	0.739962
1.811393	0.703304
1.509494	0.658625
1.257912	0.636131
1.048260	0.603457
0.873550	0.594964
0.727958	0.559446
0.606632	0.552832
0.505526	0.540238
0.421272	0.517574
0.351060	0.515679
0.292550	0.500851
0.243792	0.495336
0.203160	0.500710
0.169300	0.495317
0.141083	0.486471
0.117569	0.477630
0.097974	0.490198
0.081645	0.487752
0.068038	0.489548
0.056698	0.479966
0.047248	0.479621
0.039374	0.480833
0.032811	0.485336
0.027343	0.471556
0.022786	0.466903
0.018988	0.470608
0.015823	0.478219
0.013186	0.471006
