0	-0.798218
0.1	-0.443472
0.2	-0.019202
0.3	0.254743
0.4	0.767822
0.5	0.875048
0.6	1.48523
0.7	1.52341
0.8	1.57018
0.9	2.27392
1	1.99233
1.1	1.86333
1.2	2.44771
1.3	2.24409
1.4	1.87194
1.5	2.14821
1.6	1.5341
1.7	1.76172
1.8	1.02422
1.9	1.00793
2	0.727378
2.1	-0.237524
2.2	-0.419916
2.3	-0.905878
2.4	-0.710589
2.5	-1.21461
2.6	-1.40297
2.7	-1.70817
2.8	-2.51232
2.9	-2.60814
3	-2.20571
3.1	-2.61151
3.2	-2.43546
3.3	-2.15045
3.4	-2.0775
3.5	-2.26351
3.6	-2.08877
3.7	-1.61221
3.8	-1.05412
3.9	-0.501617
4	-0.167934
4.1	0.2015
4.2	0.123506
4.3	0.559209
4.4	0.745352
4.5	1.49466
4.6	1.69123
4.7	2.09682
4.8	1.87128
4.9	2.0086
5	2.11766
5.1	2.39416
5.2	2.38728
5.3	1.91263
5.4	2.15157
5.5	1.66024
5.6	1.41909
5.7	0.922441
5.8	0.734538
5.9	0.399308
6	-0.126292
6.1	-0.491543
6.2	-0.642493
6.3	-0.939518
6.4	-1.63733
6.5	-1.88213
6.6	-2.07411
6.7	-2.05404
6.8	-2.17355
6.9	-2.62719
7	-2.70206
7.1	-2.33469
7.2	-2.49254
7.3	-2.4394
7.4	-1.76462
7.5	-1.4412
7.6	-1.02932
7.7	-0.774183
7.8	-0.420313
7.9	-0.087175
8	0.239654
8.1	0.528116
8.2	1.17852
8.3	1.24817
8.4	1.74712
8.5	1.77912
8.6	2.24587
8.7	1.7532
8.8	1.8382
8.9	2.42695
9	2.49887
9.1	2.12926
9.2	1.93256
9.3	1.44839
9.4	1.69574
9.5	1.27633
9.6	1.10448
9.7	0.347966
9.8	0.287731
9.9	-0.475105
10	-0.813506
10.1	-1.2649
10.2	-1.26613
10.3	-1.43574
10.4	-1.96598
10.5	-2.50114
10.6	-2.02913
10.7	-2.20577
10.8	-2.28085
10.9	-2.1236
11	-2.43239
11.1	-2.04977
11.2	-2.13476
11.3	-1.48333
11.4	-1.18239
11.5	-0.989171
11.6	-1.07882
11.7	-0.668915
11.8	0.139656
11.9	0.137152
12	0.360043
12.1	1.25216
12.2	1.65
12.3	1.9097
12.4	1.92983
12.5	2.2033
12.6	2.39625
12.7	2.2099
12.8	2.36672
12.9	2.44348
13	1.73763
13.1	1.77167
13.2	1.88349
13.3	1.59053
13.4	1.04702
13.5	0.838799
13.6	-0.078382
13.7	0.129839
13.8	-0.333297
13.9	-0.714219
14	-0.997199
14.1	-1.46478
14.2	-1.56858
14.3	-1.76139
14.4	-2.48899
14.5	-2.25614
14.6	-2.77076
14.7	-2.79014
14.8	-2.49015
14.9	-2.03421
15	-1.78785
15.1	-1.56554
15.2	-1.43357
15.3	-1.0008
15.4	-0.628379
15.5	-0.635997
15.6	-0.411725
15.7	0.125211
15.8	0.418138
15.9	1.23347
16	1.23652
16.1	1.28322
16.2	1.97557
16.3	2.21585
16.4	2.31018
16.5	2.26203
16.6	2.07176
16.7	2.16479
16.8	2.13868
16.9	2.22646
17	1.54024
17.1	1.59199
17.2	1.41992
17.3	0.972513
17.4	0.587333
17.5	0.206389
17.6	-0.113392
17.7	-0.575941
17.8	-1.29894
17.9	-1.14844
18	-1.51502
18.1	-1.85471
18.2	-2.42953
18.3	-2.16091
18.4	-2.54845
18.5	-2.19025
18.6	-2.52141
18.7	-2.41565
18.8	-1.904
18.9	-1.76838
19	-1.64846
19.1	-1.26823
19.2	-1.46545
19.3	-0.538125
19.4	-0.69152
19.5	-0.013372
19.6	0.228177
19.7	0.620035
19.8	0.786449
19.9	1.58618
